app_id|customer_id|order_id|update_time|active|cluster_id|count|creation_time|gateway|instrument|paymode|price|product_id|promotions|quantity|sap_id|total_quantity
grocery-app|000000000009|SUM-0000021015-17|e87e56c0-7e65-11e7-a8b0-00155d1ce602|True|T794|5.0|e87e56c0-7e65-11e7-a8b0-00155d1ce602|<null>|COD|'[''COD'']'|10.0|000000000490053815|<null>|1|000000000490053815|16
grocery-desktop|000000000116|SSM-0000110032-17|6d703f70-7ce4-11e7-a25b-00155d1ce602|True|2000|2.0|6d703f70-7ce4-11e7-a25b-00155d1ce602|<null>|COD|'[''COD'']'|125.0|000000000400004128|<null>|1|000000000400004128|2
grocery-desktop|000000000079|SSC-0000115146-17|c2af0bc0-7e73-11e7-a8b0-00155d1ce602|True|2000|3.0|c2af0bc0-7e73-11e7-a8b0-00155d1ce602|<null>|COD|'[''COD'']'|91.0|000000000490000001|'{''MONEY_OFF'': 9.0}'|1|000000000490000001|8
grocery-desktop|000000000018|SSC-0000111002-17|c08d94d0-7cd2-11e7-a25b-00155d1ce602|True|2000|11.0|c08d94d0-7cd2-11e7-a25b-00155d1ce602|<null>|COD|'[''COD'']'|524.48|000000000400004124|'{''ORDER_THRESHOLD_DISCOUNT'': 1.73, ''SINGLE_COUPON'': 2.15}'|4|000000000400004124|45
grocery-desktop|000000000018|SSM-0000108168-17|945ef280-7c39-11e7-a25b-00155d1ce602|True|2000|3.0|945ef280-7c39-11e7-a25b-00155d1ce602|<null>|CREDIT_CARD|'[''BillDesk'']'|99.9|000000000400004236|'{''MONEY_OFF'': 10.0}'|1|000000000400004236|16
grocery-app|000000000009|SUM-0000023008-17|ea7e7b50-7d9b-11e7-a8b0-00155d1ce602|True|T794|3.0|ea7e7b50-7d9b-11e7-a8b0-00155d1ce602|<null>|COD|'[''COD'']'|167.0|000000000490005260|<null>|1|000000000490005260|4
grocery-desktop|000000000106|SSD-0000115026-17|290ba2f0-7d9f-11e7-a8b0-00155d1ce602|True|2000|7.0|290ba2f0-7d9f-11e7-a8b0-00155d1ce602|<null>|CREDIT_CARD|'[''BillDesk'']'|110.0|000000000400004245|<null>|1|000000000400004245|9
grocery-desktop|000000000018|SSC-0000114037-17|0fd75560-7e60-11e7-a8b0-00155d1ce602|True|2000|4.0|0fd75560-7e60-11e7-a8b0-00155d1ce602|<null>|COD|'[''RCS'', ''COD'']'|658.75|000000000400004124|'{''ORDER_THRESHOLD_DISCOUNT'': 1.45, ''SINGLE_COUPON'': 1.8}'|5|000000000400004124|71
grocery-desktop|000000000079|SSC-0000119012-17|0d9e6a60-8408-11e7-80dc-00155d1ce602|True|2000|2.0|0d9e6a60-8408-11e7-80dc-00155d1ce602|<null>|COD|'[''RCS'', ''COD'']'|66.0|000000000400004156|<null>|2|000000000400004156|4
grocery-desktop|000000000053|SSC-0000103131-17|87f7c990-7905-11e7-8068-00155d1ce602|True|2000|6.0|87f7c990-7905-11e7-8068-00155d1ce602|<null>|RCS|'[''RCS'']'|125.0|000000000400004173|'{''MONEY_OFF'': 62.5}'|2|000000000400004173|98
grocery-app|000000000009|SUC-0000022006-17|386fd4c0-7d9d-11e7-a8b0-00155d1ce602|True|T794|6.0|386fd4c0-7d9d-11e7-a8b0-00155d1ce602|<null>|COD|'[''COD'']'|55.0|000000000490003120|<null>|1|000000000490003120|10
grocery-desktop|000000000018|SSC-0000109024-17|018cc040-7b49-11e7-a25b-00155d1ce602|True|2000|9.0|018cc040-7b49-11e7-a25b-00155d1ce602|<null>|COD|'[''COD'']'|180.0|000000000400004113|'{''MONEY_OFF'': 10.0}'|2|000000000400004113|32
grocery-desktop|000000000002|SSC-0000103085-17|77cfd260-78e2-11e7-8068-00155d1ce602|True|2000|2.0|77cfd260-78e2-11e7-8068-00155d1ce602|<null>|COD|'[''COD'']'|136.0|000000000400004125|'{''MONEY_OFF'': 10.0}'|1|000000000400004125|8
grocery-desktop|000000000106|SSD-0000115078-17|4a4144f0-7dba-11e7-a8b0-00155d1ce602|True|2000|9.0|4a4144f0-7dba-11e7-a8b0-00155d1ce602|<null>|COD|'[''COD'']'|0.0|000000000400004116|'{''BXGY'': 100.0, ''SINGLE_COUPON'': 0.0}'|1|000000000400004116|18
